Time,x1,y1,z1,x2,y2,z2
0.017792,,,,21.789299999880996,-1.8438991988719806,-0.069
0.024685,,,,21.789299999880996,-1.8438991988719806,-0.069
0.030542,-2.2865999999055475,0.877625100807677,-0.166,,,
0.045885,-2.2865999999055475,0.877625100807677,-0.166,,,
0.046518,,,,21.789299999880996,-1.8438991988719806,-0.069
0.047652,-2.2865999999055475,0.877625100807677,-0.166,,,
0.048171,,,,21.789299999880996,-1.8438991988719806,-0.069
0.054937,,,,21.789299999880996,-1.8438991988719806,-0.069
0.056125,-2.2865999999055475,0.877625100807677,-0.166,,,
0.064754,,,,21.789299999880996,-1.8438991988719806,-0.069
0.065976,-2.2865999999055475,0.877625100807677,-0.166,,,
0.075122,-2.2865999999055475,0.877625100807677,-0.166,,,
0.075832,,,,21.789299999880996,-1.8438991988719806,-0.069
0.084995,,,,21.789299999880996,-1.8438991988719806,-0.069
0.086236,-2.2865999999055475,0.877625100807677,-0.166,,,
0.094554,,,,21.789299999880996,-1.8438991988719806,-0.069
0.095992,-2.2865999999055475,0.877625100807677,-0.166,,,
0.1049,,,,21.789299999880996,-1.8438991988719806,-0.069
0.106265,-2.2865999999055475,0.877625100807677,-0.166,,,
0.115194,,,,21.789299999880996,-1.8438991988719806,-0.069
0.116396,-2.2865999999055475,0.877625100807677,-0.166,,,
0.124601,,,,21.789299999880996,-1.8438991988719806,-0.069
0.126935,-2.2865999999055475,0.877625100807677,-0.166,,,
0.135341,-2.2865999999055475,0.877625100807677,-0.166,,,
0.135964,,,,21.789299999880996,-1.8438991988719806,-0.069
0.14456,,,,21.789299999880996,-1.8438991988719806,-0.069
0.145899,-2.2865999999055475,0.877625100807677,-0.166,,,
0.156973,-2.2865999999055475,0.877625100807677,-0.166,,,
0.166042,-2.2865999999055475,0.877625100807677,-0.166,,,
0.175555,-2.2865999999055475,0.877625100807677,-0.166,,,
0.186862,-2.2865999999055475,0.877625100807677,-0.166,,,
0.195702,-2.2865999999055475,0.877625100807677,-0.166,,,
0.196923,,,,21.789299999880996,-1.8438991988719806,-0.069
0.197936,,,,21.789299999880996,-1.8438991988719806,-0.069
0.198928,,,,21.789299999880996,-1.8438991988719806,-0.069
0.199908,,,,21.789299999880996,-1.8438991988719806,-0.069
0.200911,,,,21.789299999880996,-1.8438991988719806,-0.069
0.20509,,,,21.789299999880996,-1.8438991988719806,-0.069
0.208203,-2.2865999999055475,0.877625100807677,-0.166,,,
0.215128,,,,21.789299999880996,-1.8438991988719806,-0.069
0.216431,-2.2865999999055475,0.877625100807677,-0.166,,,
0.226272,-2.2865999999055475,0.877625100807677,-0.166,,,
0.22692,,,,21.789299999880996,-1.8438991988719806,-0.069
0.235367,,,,21.789299999880996,-1.8527640996054657,-0.079
0.236726,-2.2865999999055475,0.877625100807677,-0.166,,,
0.245152,,,,21.789299999880996,-1.8527640996054657,-0.079
0.246416,-2.2865999999055475,0.877625100807677,-0.166,,,
0.255105,,,,21.789299999880996,-1.8527640996054657,-0.079
0.256415,-2.2865999999055475,0.877625100807677,-0.166,,,
0.264923,,,,21.789299999880996,-1.8527640996054657,-0.079
0.266736,-2.2865999999055475,0.877625100807677,-0.17,,,
0.2747,,,,21.789299999880996,-1.8527640996054657,-0.079
0.275926,-2.2865999999055475,0.877625100807677,-0.17,,,
0.285223,,,,21.789299999880996,-1.8527640996054657,-0.079
0.286462,-2.2865999999055475,0.877625100807677,-0.17,,,
0.297232,-2.2865999999055475,0.877625100807677,-0.17,,,
0.297903,,,,21.789299999880996,-1.8527640996054657,-0.079
0.304762,,,,21.789299999880996,-1.8527640996054657,-0.079
0.305969,-2.2865999999055475,0.877625100807677,-0.17,,,
0.314819,,,,21.789299999880996,-1.8527640996054657,-0.079
0.316079,-2.2865999999055475,0.877625100807677,-0.17,,,
0.324961,,,,21.789299999880996,-1.8527640996054657,-0.079
0.32623,-2.2865999999055475,0.877625100807677,-0.17,,,
0.33471,,,,21.789299999880996,-1.8527640996054657,-0.079
0.336042,-2.2865999999055475,0.877625100807677,-0.17,,,
0.34457,,,,21.789299999880996,-1.8527640996054657,-0.079
0.34633,-2.2865999999055475,0.877625100807677,-0.17,,,
0.354612,,,,21.789299999880996,-1.8527640996054657,-0.079
0.355968,-2.2865999999055475,0.877625100807677,-0.17,,,
0.365855,-2.2865999999055475,0.877625100807677,-0.17,,,
0.366531,,,,21.789299999880996,-1.8527640996054657,-0.079
0.375335,,,,21.789299999880996,-1.8527640996054657,-0.079
0.376632,-2.2865999999055475,0.877625100807677,-0.17,,,
0.384847,,,,21.789299999880996,-1.8527640996054657,-0.079
0.386215,-2.2865999999055475,0.877625100807677,-0.17,,,
0.394416,,,,21.789299999880996,-1.8527640996054657,-0.079
0.397825,-2.2865999999055475,0.877625100807677,-0.17,,,
0.404558,,,,21.789299999880996,-1.8527640996054657,-0.079
0.406478,-2.2865999999055475,0.877625100807677,-0.17,,,
0.414852,,,,21.789299999880996,-1.8527640996054657,-0.079
0.41611,-2.2865999999055475,0.877625100807677,-0.17,,,
0.424494,,,,21.789299999880996,-1.8527640996054657,-0.079
0.425868,-2.2865999999055475,0.877625100807677,-0.17,,,
0.434532,,,,21.789299999880996,-1.8527640996054657,-0.079
0.435953,-2.2865999999055475,0.877625100807677,-0.17,,,
0.445707,-2.2865999999055475,0.877625100807677,-0.17,,,
0.446437,,,,21.789299999880996,-1.8527640996054657,-0.079
0.454542,,,,21.789299999880996,-1.8527640996054657,-0.079
0.455883,-2.2865999999055475,0.877625100807677,-0.17,,,
