Time,x1,y1,z1,x2,y2,z2
0.017855,0.6105000000360405,-1.9059534989672642,-0.06,,,
0.027921,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.037632,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.040984,,,,20.401800000229287,21.701275200387826,0.311
0.041525,,,,20.401800000229287,21.701275200387826,0.311
0.050449,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.050931,,,,20.401800000229287,21.701275200387826,0.311
0.057628,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.061366,,,,20.401800000229287,21.701275200387826,0.311
0.067407,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.070589,,,,20.401800000229287,21.701275200387826,0.311
0.077084,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.082236,,,,20.401800000229287,21.701275200387826,0.311
0.08808,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.091207,,,,20.401800000229287,21.701275200387826,0.311
0.097292,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.101028,,,,20.401800000229287,21.701275200387826,0.311
0.107448,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.111073,,,,20.401800000229287,21.701275200387826,0.311
0.117198,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.121253,,,,20.401800000229287,21.701275200387826,0.311
0.127406,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.131268,,,,20.401800000229287,21.701275200387826,0.311
0.137719,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.140706,,,,20.401800000229287,21.701275200387826,0.311
0.147314,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.159717,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.160083,,,,20.401800000229287,21.701275200387826,0.311
0.162249,,,,20.401800000229287,21.701275200387826,0.311
0.167557,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.173241,,,,20.401800000229287,21.701275200387826,0.311
0.177999,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.18089,,,,20.401800000229287,21.701275200387826,0.311
0.187606,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.191205,,,,20.401800000229287,21.701275200387826,0.311
0.197453,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.202269,,,,20.401800000229287,21.701275200387826,0.311
0.208751,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.211715,,,,20.401800000229287,21.701275200387826,0.311
0.217477,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.221213,,,,20.401800000229287,21.701275200387826,0.311
0.227606,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.231161,,,,20.401800000229287,21.701275200387826,0.311
0.23798,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.243921,,,,20.401800000229287,21.701275200387826,0.301
0.248467,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.256481,,,,20.401800000229287,21.701275200387826,0.301
0.258144,0.6216000001657562,-1.9059534989672642,-0.056,,,
0.262523,,,,20.401800000229287,21.701275200387826,0.301
0.269196,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.270665,,,,20.401800000229287,21.701275200387826,0.301
0.278493,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.281154,,,,20.401800000229287,21.701275200387826,0.301
0.288148,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.292811,,,,20.401800000229287,21.701275200387826,0.301
0.297116,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.301648,,,,20.401800000229287,21.701275200387826,0.301
0.307414,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.310577,,,,20.401800000229287,21.701275200387826,0.301
0.317406,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.321153,,,,20.401800000229287,21.701275200387826,0.301
0.327046,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.331495,,,,20.401800000229287,21.701275200387826,0.301
0.337411,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.342093,,,,20.401800000229287,21.701275200387826,0.301
0.347531,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.350473,,,,20.401800000229287,21.701275200387826,0.301
0.357689,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.360714,,,,20.401800000229287,21.701275200387826,0.301
0.367187,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.371001,,,,20.401800000229287,21.701275200387826,0.301
0.379198,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.380731,,,,20.401800000229287,21.701275200387826,0.301
0.38754,0.6437999996364852,-1.8970885994935571,-0.052,,,
0.393061,,,,20.401800000229287,21.701275200387826,0.301
0.397693,0.6437999996364852,-1.8970885994935571,-0.052,,,
