Time,x1,y1,z1,x2,y2,z2
0.008549,,,,20.335200000239695,-1.98573759926974,0.049
0.019072,,,,20.335200000239695,-1.98573759926974,0.049
0.027923,-2.552999999863914,-1.0726528993074567,0.012,,,
0.028512,,,,20.335200000239695,-1.98573759926974,0.049
0.03636,-2.552999999863914,-1.0726528993074567,0.014,,,
0.037943,,,,20.335200000239695,-1.98573759926974,0.049
0.048292,-2.552999999863914,-1.0726528993074567,0.014,,,
0.048597,,,,20.335200000239695,-1.98573759926974,0.049
0.056591,-2.552999999863914,-1.0726528993074567,0.014,,,
0.059219,,,,20.335200000239695,-1.98573759926974,0.049
0.066801,-2.552999999863914,-1.0726528993074567,0.014,,,
0.067973,,,,20.335200000239695,-1.98573759926974,0.049
0.077207,-2.552999999863914,-1.0726528993074567,0.014,,,
0.078617,,,,20.335200000239695,-1.98573759926974,0.049
0.086484,-2.552999999863914,-1.0726528993074567,0.014,,,
0.089632,,,,20.335200000239695,-1.9768726997960329,0.028
0.096533,-2.552999999863914,-1.0726528993074567,0.014,,,
0.098304,,,,20.335200000239695,-1.9768726997960329,0.028
0.108776,-2.552999999863914,-1.0726528993074567,0.014,,,
0.110438,,,,20.335200000239695,-1.9768726997960329,0.028
0.117762,-2.552999999863914,-1.0726528993074567,0.014,,,
0.119145,,,,20.335200000239695,-1.9768726997960329,0.028
0.128777,,,,20.335200000239695,-1.9768726997960329,0.028
0.138365,,,,20.335200000239695,-1.9768726997960329,0.028
0.142345,-2.552999999863914,-1.0726528993074567,0.014,,,
0.143562,-2.552999999863914,-1.0726528993074567,0.014,,,
0.14828,-2.552999999863914,-1.0726528993074567,0.014,,,
0.153656,,,,20.335200000239695,-1.9768726997960329,0.028
0.156793,-2.552999999863914,-1.0726528993074567,0.014,,,
0.158208,,,,20.335200000239695,-1.9768726997960329,0.028
0.166509,-2.552999999863914,-1.0726528993074567,0.014,,,
0.168267,,,,20.335200000239695,-1.9768726997960329,0.028
0.176545,-2.552999999863914,-1.0726528993074567,0.014,,,
0.17888,,,,20.335200000239695,-1.9768726997960329,0.028
0.186621,-2.552999999863914,-1.0726528993074567,0.014,,,
0.188514,,,,20.335200000239695,-1.9768726997960329,0.028
0.197087,-2.552999999863914,-1.0726528993074567,0.014,,,
0.198316,,,,20.335200000239695,-1.9768726997960329,0.028
0.206722,-2.552999999863914,-1.0726528993074567,0.014,,,
0.21092,,,,20.335200000239695,-1.9768726997960329,0.028
0.217015,-2.552999999863914,-1.0726528993074567,0.014,,,
0.21888,,,,20.335200000239695,-1.9768726997960329,0.028
0.228997,-2.552999999863914,-1.0726528993074567,0.014,,,
0.229735,,,,20.335200000239695,-1.9768726997960329,0.028
0.236221,-2.552999999863914,-1.0726528993074567,0.014,,,
0.238541,,,,20.335200000239695,-1.9768726997960329,0.028
0.246713,-2.552999999863914,-1.0726528993074567,0.014,,,
0.248548,,,,20.335200000239695,-1.9768726997960329,0.028
0.256585,-2.552999999863914,-1.0726528993074567,0.014,,,
0.258318,,,,20.335200000239695,-1.9768726997960329,0.028
0.268712,-2.552999999863914,-1.0726528993074567,0.014,,,
0.269491,,,,20.335200000239695,-1.9768726997960329,0.028
0.276936,-2.552999999863914,-1.0726528993074567,0.014,,,
0.278473,,,,20.335200000239695,-1.9768726997960329,0.028
0.286728,-2.552999999863914,-1.0726528993074567,0.016,,,
0.288341,,,,20.335200000239695,-1.9768726997960329,0.028
0.296855,-2.552999999863914,-1.0726528993074567,0.016,,,
0.299589,,,,20.335200000239695,-1.9768726997960329,0.028
0.306752,-2.552999999863914,-1.0726528993074567,0.016,,,
0.308327,,,,20.335200000239695,-1.9768726997960329,0.028
0.316631,-2.552999999863914,-1.0726528993074567,0.016,,,
0.318719,,,,20.335200000239695,-1.9768726997960329,0.028
0.32679,-2.552999999863914,-1.0726528993074567,0.016,,,
0.328343,,,,20.335200000239695,-1.9768726997960329,0.028
0.336721,-2.552999999863914,-1.0726528993074567,0.016,,,
0.338385,,,,20.32410000010998,-1.9768726997960329,0.014
0.346443,-2.552999999863914,-1.0726528993074567,0.016,,,
0.34845,,,,20.32410000010998,-1.9768726997960329,0.014
0.356579,-2.552999999863914,-1.0726528993074567,0.016,,,
0.358154,,,,20.32410000010998,-1.9768726997960329,0.014
0.366498,-2.552999999863914,-1.0726528993074567,0.016,,,
0.371817,,,,20.32410000010998,-1.9768726997960329,0.014
0.379195,-2.552999999863914,-1.0726528993074567,0.016,,,
0.379959,,,,20.32410000010998,-1.9768726997960329,0.014
0.388352,-2.552999999863914,-1.0726528993074567,0.016,,,
0.389935,,,,20.32410000010998,-1.9768726997960329,0.014
0.397509,-2.552999999863914,-1.0726528993074567,0.016,,,
